Sr No.,Name,Roll No,Branch,Python-1,SQL,Calculus-1,Python-2,Hackathon-1,Calculus-2,SM-1,Linear Algebra,Discrete Mathematics,Hackathon-2,DSA,SM-2
952,Laura Black,STU0952,B.Tech AIML,60.05,56.21,50.86,33.94,49.14,37.22,42.44,71.04,54.61,65.25,44.2,41.45
953,Melissa Espinoza,STU0953,B.Tech AIML,21.16,40.75,0.0,35.24,47.95,64.09,43.28,58.69,0.0,48.58,8.01,19.79
954,Lisa Horton,STU0954,B.Tech AIDS,45.32,81.91,59.28,50.46,49.51,32.16,36.4,60.68,15.37,64.83,40.29,70.64
955,Mr. George Robinson III,STU0955,B.Tech AIML,74.03,8.17,35.46,28.61,4.68,24.19,100.0,65.24,97.93,70.73,31.45,40.46
956,Philip Harmon,STU0956,B.Tech AIDS,64.71,60.94,35.57,12.25,100.0,46.47,41.86,52.83,43.93,53.07,82.17,46.89
957,Ann Rogers,STU0957,B.Tech AIML,20.93,45.96,38.39,85.6,79.28,52.69,18.03,19.35,50.38,58.41,40.63,38.0
958,Susan Freeman,STU0958,B.Tech CSE,35.18,49.42,0.0,22.47,34.32,80.19,29.65,54.51,55.66,82.45,81.56,48.56
959,Christine Mcneil,STU0959,B.Tech AIDS,38.11,33.4,43.97,39.15,63.84,60.51,64.8,81.48,96.57,53.12,77.49,41.21
960,Tara Lowery,STU0960,B.Tech AIML,79.63,76.54,75.21,52.35,33.29,15.14,49.0,88.33,42.25,69.63,71.1,42.91
961,Charles Deleon,STU0961,B.Tech CSE,82.91,0.0,19.43,27.11,29.51,58.41,57.25,59.85,64.9,26.25,19.55,59.91
962,Amy Reed,STU0962,B.Tech CSE,34.24,10.74,74.28,84.88,88.93,54.68,65.65,84.25,33.96,77.77,56.88,72.84
963,Marie Conner,STU0963,B.Tech AIDS,54.65,82.41,55.59,12.9,86.3,26.31,81.33,47.74,79.4,78.37,60.75,62.71
964,Heather Williams,STU0964,B.Tech AIDS,60.57,0.0,52.96,22.1,54.28,21.43,20.38,90.12,76.74,49.9,54.62,43.8
965,Amanda Knox,STU0965,B.Tech AIML,64.25,33.1,74.84,43.67,39.5,50.54,35.22,58.22,36.57,61.71,80.4,32.02
966,Richard Perez,STU0966,B.Tech AIML,46.74,61.53,39.1,61.61,63.88,77.08,34.85,26.43,42.31,25.81,64.11,20.96
967,Steven Clark,STU0967,B.Tech CSE,100.0,82.4,50.31,71.68,9.08,100.0,35.24,46.99,3.6,62.16,22.34,52.54
968,Gregory Griffith,STU0968,B.Tech CSE,36.39,23.06,29.89,55.64,17.96,31.28,66.58,100.0,61.94,27.07,40.82,50.79
969,Stephanie Gutierrez,STU0969,B.Tech AIDS,41.26,72.58,55.44,72.7,42.14,83.14,45.84,25.72,100.0,4.38,31.53,34.32
970,Andrew Bryant,STU0970,B.Tech CSE,100.0,95.17,87.35,41.73,100.0,59.21,74.43,54.49,48.76,43.71,44.76,65.21
971,Connor Hernandez,STU0971,B.Tech AIDS,59.18,49.21,87.74,0.0,62.75,67.94,78.67,48.38,55.2,74.65,87.28,42.49
972,Timothy Jefferson,STU0972,B.Tech AIML,56.67,91.96,0.0,32.75,86.65,77.31,63.06,38.79,27.95,35.22,88.7,34.29
973,Tara Montgomery,STU0973,B.Tech AIML,52.54,31.16,71.07,36.53,47.56,7.92,9.67,50.19,16.87,100.0,0.0,30.0
974,Jennifer Hawkins,STU0974,B.Tech AIDS,50.42,40.87,22.4,26.05,25.23,42.83,98.8,51.95,79.57,62.67,77.85,0.0
975,Charles Grimes,STU0975,B.Tech AIML,42.39,82.68,35.71,94.06,87.1,38.27,37.42,24.66,34.26,19.19,60.72,13.6
976,Zachary Fisher,STU0976,B.Tech CSE,65.09,65.7,8.47,88.75,62.84,68.74,31.03,65.56,78.16,47.53,100.0,51.1
977,Kenneth Clark,STU0977,B.Tech CSE,78.52,57.33,64.64,8.22,59.28,31.63,28.84,93.6,44.66,24.92,41.02,17.49
978,Adam Maynard,STU0978,B.Tech AIDS,85.85,32.61,63.23,83.9,37.5,63.3,24.25,100.0,73.41,45.18,30.68,47.15
979,Mrs. Sarah Evans,STU0979,B.Tech CSE,41.5,98.82,19.36,53.37,49.54,47.06,47.28,47.1,71.83,65.22,60.47,0.0
980,Amanda Keller,STU0980,B.Tech AIML,57.49,8.61,66.16,86.86,26.84,43.46,35.02,80.89,52.38,93.21,60.34,56.06
981,Charles Adams,STU0981,B.Tech AIML,51.71,70.45,6.56,52.13,48.25,68.14,45.31,24.03,50.18,22.93,1.87,68.18
982,Brian Smith,STU0982,B.Tech CSE,64.48,61.68,82.57,33.37,14.22,48.25,41.31,28.94,48.0,34.71,4.1,38.97
983,David Choi,STU0983,B.Tech AIDS,21.59,55.79,33.6,77.79,90.1,66.98,11.22,87.63,89.39,50.47,83.07,36.21
984,Tiffany Patrick,STU0984,B.Tech AIDS,3.34,30.99,93.23,12.72,49.99,50.85,37.18,38.91,51.81,35.95,14.45,55.38
985,Jeffrey Davis,STU0985,B.Tech CSE,76.83,71.74,29.76,18.72,42.9,89.19,66.14,67.6,72.25,60.52,53.02,66.56
986,Laura Gonzalez,STU0986,B.Tech AIDS,36.35,14.64,68.07,80.94,22.04,70.55,92.02,49.94,29.55,53.08,36.24,34.58
987,Geoffrey Watson,STU0987,B.Tech AIML,60.83,9.91,13.9,50.48,49.44,58.59,96.88,52.61,64.95,25.61,69.2,36.84
988,Joel Smith,STU0988,B.Tech AIDS,51.79,47.28,75.82,17.25,0.0,44.66,61.71,53.81,80.81,60.93,35.9,0.0
989,Pamela Day,STU0989,B.Tech AIML,44.07,75.7,40.2,50.71,60.53,24.62,65.58,90.93,45.68,21.77,48.33,0.0
990,Jonathan Baker,STU0990,B.Tech CSE,58.42,61.31,91.89,45.15,60.21,28.47,41.09,11.87,45.13,42.37,57.48,34.41
991,Jay Graves,STU0991,B.Tech AIDS,52.08,41.67,41.71,52.01,51.01,69.03,46.98,41.25,45.48,32.13,41.0,100.0
992,Heather Hernandez,STU0992,B.Tech AIML,27.18,43.03,40.31,43.82,41.72,56.98,7.25,75.93,65.81,18.93,0.0,25.57
993,Thomas Carlson MD,STU0993,B.Tech CSE,43.93,100.0,63.58,4.81,32.76,48.67,56.34,17.13,46.63,32.06,22.41,56.49
994,Julie Torres,STU0994,B.Tech AIML,69.35,71.03,64.36,37.57,67.86,57.73,53.35,34.71,37.58,51.85,100.0,57.53
995,Stephanie Davis,STU0995,B.Tech CSE,34.72,29.19,37.71,100.0,40.02,72.67,40.6,56.53,69.79,35.7,33.97,91.47
996,Stephen Decker,STU0996,B.Tech CSE,74.61,69.77,69.68,61.49,100.0,51.1,64.43,13.73,29.38,19.98,81.85,0.0
997,Ryan Simmons,STU0997,B.Tech CSE,39.94,0.0,29.22,37.73,84.62,59.92,29.17,76.65,50.45,50.94,19.93,25.25
998,Debra Morton,STU0998,B.Tech AIDS,29.37,51.16,51.95,88.6,59.63,0.0,56.57,13.75,25.85,29.7,33.42,15.62
999,Juan Russell,STU0999,B.Tech CSE,55.09,14.73,58.92,100.0,16.77,42.89,0.0,42.48,66.07,68.02,51.93,72.23
1000,Danielle Finley,STU1000,B.Tech CSE,100.0,92.81,36.94,13.72,39.85,26.33,61.28,20.47,48.18,70.95,47.48,26.34Parth Sachin Bhirwandekar,STU1001,B.Tech AIML,0,0,0,0,0,0,0,0,0,0,0,0
Parth Bhirwandekar,STU1002,B.Tech AIDS,0,0,0,0,0,0,0,0,0,0,0,0
Parth Bhirwandekar,STU1003,B.Tech AIDS,55.0,60.0,49.0,75.0,89.0,45.0,62.0,39.0,49.0,85.0,56.0,47.27482370294379
Parth Bhirwandekar,STU1003,B.Tech CSE,0,0,0,0,0,0,0,0,0,0,0,0
Parth Bhirwandekar,STU1004,B.Tech CSE,60.0,55.0,84.0,75.0,69.0,58.0,74.0,49.0,61.0,59.0,50.0,50.83107468280358
Parth Bhirwandekar,STU1004,B.Tech CSE,0,0,0,0,0,0,0,0,0,0,0,0
Parth Bhirwandekar,STU1005,B.Tech CSE,55.0,60.0,78.0,99.0,45.0,66.0,52.0,48.0,63.0,59.0,78.0,51.051063955930125
Yash,STU1005,B.Tech AIML,0,0,0,0,0,0,0,0,0,0,0,0
Yash,STU1006,B.Tech AIML,55.0,62.0,75.0,66.0,59.0,84.0,45.0,78.0,96.0,49.0,44.0,49.094396759071756
Utkarsh,STU1006,B.Tech CSE,0,0,0,0,0,0,0,0,0,0,0,0
Utkarsh,STU1007,B.Tech CSE,59.0,69.0,78.0,54.0,63.0,45.0,58.0,57.0,89.0,74.0,56.0,48.37186612270999
John Doe,STU1007,B.Tech CSE,0,0,0,0,0,0,0,0,0,0,0,0
John Doe,STU1008,B.Tech CSE,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,46.21857075129448
Test Student,STU1008,B.Tech CSE,0,0,0,0,0,0,0,0,0,0,0,0
Test Student,STU1009,B.Tech CSE,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,45.10181624565679
Utkarsh ,STU1009,B.Tech CSE,0,0,0,0,0,0,0,0,0,0,0,0
Utkarsh ,STU1010,B.Tech CSE,56.0,66.0,75.0,58.0,86.0,78.0,64.0,69.0,85.0,78.0,56.0,47.572606080761815
